rollout_id,pair_id,condition,benchmark_task_id,init_state_index,period,start_index,target_index,commanded_h10_raw_mse,executed_h10_raw_mse,no_action_h10_raw_mse,persistence_h10_raw_mse
task08-init11-nominal,task08-init11,nominal,8,11,post,71,81,0.6481237411499023,0.6481237411499023,0.6548275351524353,0.8904721736907959
task08-init11-nominal,task08-init11,nominal,8,11,post,72,82,0.6400362849235535,0.6400362849235535,0.6570287346839905,0.8861650228500366
task08-init11-nominal,task08-init11,nominal,8,11,post,73,83,0.6914454698562622,0.6914454698562622,0.723922848701477,0.8869373798370361
task08-init11-nominal,task08-init11,nominal,8,11,post,74,84,0.6718160510063171,0.6718160510063171,0.7301532626152039,0.8914706707000732
task08-init11-nominal,task08-init11,nominal,8,11,post,75,85,0.6474039554595947,0.6474039554595947,0.6560665965080261,0.7865719795227051
task08-init11-nominal,task08-init11,nominal,8,11,post,76,86,0.621947169303894,0.621947169303894,0.6267935633659363,0.7213380336761475
task08-init11-nominal,task08-init11,nominal,8,11,post,77,87,0.6400861740112305,0.6400861740112305,0.6323095560073853,0.7003456950187683
task08-init11-nominal,task08-init11,nominal,8,11,post,78,88,0.6131578683853149,0.6131578683853149,0.6235942244529724,0.6363816261291504
task08-init11-nominal,task08-init11,nominal,8,11,post,79,89,0.5930495858192444,0.5930495858192444,0.5740194916725159,0.5605977773666382
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,10,20,0.66966313123703,0.66966313123703,0.6949629783630371,1.2241301536560059
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,11,21,0.6923836469650269,0.6923836469650269,0.7090119123458862,1.1091049909591675
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,12,22,0.5855908393859863,0.5855908393859863,0.5890562534332275,1.0962049961090088
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,13,23,0.6472357511520386,0.6472357511520386,0.6390308737754822,1.0876519680023193
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,14,24,0.6784650683403015,0.6784650683403015,0.6601699590682983,1.0324389934539795
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,15,25,0.6312736868858337,0.6312736868858337,0.6603423953056335,1.1638963222503662
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,16,26,0.7017337679862976,0.7017337679862976,0.7295076251029968,1.085233211517334
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,17,27,0.6942659616470337,0.6942659616470337,0.7557961344718933,1.0993527173995972
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,18,28,0.6988333463668823,0.6988333463668823,0.749447226524353,1.2561676502227783
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,19,29,0.692839503288269,0.692839503288269,0.7512483596801758,1.0802539587020874
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,20,30,0.6489171385765076,0.6489171385765076,0.7327483892440796,1.033380389213562
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,21,31,0.6582568883895874,0.6582568883895874,0.7511901259422302,1.1055059432983398
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,22,32,0.7216523885726929,0.7216523885726929,0.7681254148483276,0.9681040048599243
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,23,33,0.7787485122680664,0.7787485122680664,0.8057805895805359,1.0060560703277588
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,24,34,0.8384374380111694,0.8384374380111694,0.8373104929924011,1.0023398399353027
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,25,35,0.8888888359069824,0.8888888359069824,0.7993265986442566,0.9610893130302429
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,26,36,0.8429737091064453,0.8429737091064453,0.7645071744918823,0.9011024236679077
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,27,37,0.8407138586044312,0.8407138586044312,0.7957905530929565,0.8641058802604675
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,28,38,0.7947370409965515,0.7947370409965515,0.7834844589233398,0.7978314161300659
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,29,39,0.7744216918945312,0.7744216918945312,0.7246677279472351,0.8384987711906433
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,30,40,0.8289870023727417,0.8289870023727417,0.8490936160087585,0.7933496236801147
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,31,41,0.7864259481430054,0.7864259481430054,0.8238050937652588,0.8492980003356934
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,32,42,0.7015792727470398,0.7015792727470398,0.7239309549331665,0.7668768763542175
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,33,43,0.6784325838088989,0.6784325838088989,0.7122063636779785,0.7919172048568726
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,34,44,0.6965130567550659,0.6965130567550659,0.7457947134971619,0.8322347402572632
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,35,45,0.7535356283187866,0.7535356283187866,0.8060977458953857,0.8636442422866821
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,36,46,0.7930170893669128,0.7930170893669128,0.8423854112625122,0.9508284330368042
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,37,47,0.7514678835868835,0.7514678835868835,0.7876008749008179,1.0793266296386719
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,38,48,0.8291758298873901,0.8291758298873901,0.8113363981246948,1.1364734172821045
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,pre,39,49,0.9494600296020508,0.9494600296020508,0.9176377058029175,1.4745852947235107
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,50,60,0.7610836029052734,0.7553585767745972,0.7763821482658386,0.5932129621505737
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,51,61,0.839830756187439,0.8314642906188965,0.8783493041992188,0.7769328951835632
