rollout_id,condition,start_index,target_index,commanded_h10_raw_mse_abs_error,executed_h10_raw_mse_abs_error,no_action_h10_raw_mse_abs_error,persistence_h10_raw_mse_abs_error
task04-init12-nominal,nominal,70,80,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,71,81,5.960464477539063e-08,5.960464477539063e-08,1.1920928955078125e-07,0.0
task04-init12-nominal,nominal,72,82,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,73,83,0.0,0.0,0.0,1.1920928955078125e-07
task04-init12-nominal,nominal,74,84,5.960464477539063e-08,5.960464477539063e-08,0.0,0.0
task04-init12-nominal,nominal,75,85,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-nominal,nominal,76,86,5.960464477539063e-08,5.960464477539063e-08,0.0,1.1920928955078125e-07
task04-init12-nominal,nominal,77,87,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,78,88,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,79,89,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,10,20,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,11,21,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,12,22,0.0,0.0,1.7881393432617188e-07,1.1920928955078125e-07
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,13,23,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,14,24,0.0,0.0,1.1920928955078125e-07,1.1920928955078125e-07
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,15,25,0.0,0.0,2.980232238769531e-07,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,16,26,5.960464477539063e-08,5.960464477539063e-08,0.0,1.1920928955078125e-07
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,17,27,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,18,28,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,19,29,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,20,30,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,21,31,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,22,32,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,23,33,5.960464477539063e-08,5.960464477539063e-08,0.0,1.1920928955078125e-07
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,24,34,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,25,35,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,26,36,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,27,37,0.0,0.0,0.0,1.1920928955078125e-07
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,28,38,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,29,39,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,30,40,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,31,41,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,32,42,0.0,0.0,0.0,0.0
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,33,43,5.960464477539063e-08,5.960464477539063e-08,0.0,5.960464477539063e-08
task04-init12-motion_attenuation_0p5,motion_attenuation_0p5,34,44,8.344650268554688e-07,8.344650268554688e-07,5.960464477539063e-08,5.960464477539063e-08
