rollout_id,benchmark_task_id,episode_index,success,failure,start_index,h1_raw_mse,h10_raw_mse,h10_correct_zero_disagreement,h10_correct_no_action_disagreement,h10_action_advantage_vs_zero,h10_persistence_raw_mse
pretrained-h10-task04-init01,4,1,False,True,45,0.17750418186187744,0.7814868688583374,0.07270240038633347,0.07813403010368347,-0.11797869205474854,0.537610650062561
pretrained-h10-task04-init01,4,1,False,True,46,0.1792539358139038,0.7936632037162781,0.048509057611227036,0.07426595687866211,-0.0692710280418396,0.492167204618454
pretrained-h10-task04-init01,4,1,False,True,47,0.16317914426326752,0.6922327876091003,0.03286965936422348,0.07771803438663483,-0.04154312610626221,0.5019886493682861
pretrained-h10-task04-init01,4,1,False,True,48,0.12542453408241272,0.764155387878418,0.021978363394737244,0.0770333930850029,-0.008131325244903564,0.5085153579711914
pretrained-h10-task04-init01,4,1,False,True,49,0.13261649012565613,0.6867548823356628,0.008070575073361397,0.08428564667701721,0.007560074329376221,0.43414077162742615
pretrained-h10-task04-init01,4,1,False,True,50,0.1050625666975975,0.6931306719779968,0.007121692411601543,0.09198260307312012,-0.003342151641845703,0.43984365463256836
pretrained-h10-task04-init01,4,1,False,True,51,0.06990175694227219,0.7009557485580444,0.01410315465182066,0.08160863816738129,0.004173755645751953,0.49672001600265503
pretrained-h10-task04-init01,4,1,False,True,52,0.09351231902837753,0.7937938570976257,0.0108461519703269,0.09548918902873993,-0.005997180938720703,0.535011887550354
pretrained-h10-task04-init01,4,1,False,True,53,0.07610541582107544,0.7854627370834351,0.015624266117811203,0.08316725492477417,-0.004629790782928467,0.5964491367340088
pretrained-h10-task04-init01,4,1,False,True,54,0.09255620837211609,0.7241224050521851,0.016730889678001404,0.1037711352109909,-0.020435333251953125,0.5307751297950745
pretrained-h10-task04-init01,4,1,False,True,55,0.17447850108146667,0.774707019329071,0.02012428641319275,0.09095033258199692,-0.01394432783126831,0.6057540774345398
pretrained-h10-task04-init01,4,1,False,True,56,0.14141087234020233,0.8924301862716675,0.019506962969899178,0.1234624907374382,-0.013546943664550781,0.7402671575546265
pretrained-h10-task04-init01,4,1,False,True,57,0.23238396644592285,0.9722406268119812,0.026947811245918274,0.10828109830617905,-0.01365518569946289,0.694776177406311
pretrained-h10-task04-init01,4,1,False,True,58,0.1550517976284027,0.9008148908615112,0.04907827079296112,0.10156568139791489,-0.015025615692138672,0.7444473505020142
